Id,LotFrontage,LotArea,LotShape,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,PoolArea,Fence,SaleType,SaleCondition,SalePrice
610,61,7943,Reg,1Story,4,5,1961,1961,192,1029,Y,1029,0,1029,1,1,0,3,1,TA,Typ,0,Attchd,1,TA,64,0,0,NA,WD,Normal,118500
611,NA,11050,Reg,2Story,9,5,2000,2000,204,1440,Y,1476,677,2153,1,2,1,3,1,Ex,Typ,2,Attchd,3,TA,253,142,0,NA,WD,Normal,313000
612,NA,10395,IR1,SLvl,6,6,1978,1978,233,1032,Y,1032,0,1032,0,2,0,3,1,TA,Typ,1,Attchd,2,TA,0,0,0,MnPrv,WD,Normal,148000
613,NA,11885,Reg,2Story,8,5,2001,2001,108,1299,Y,1299,573,1872,1,2,1,3,1,Ex,Typ,1,BuiltIn,2,TA,160,122,0,NA,WD,Normal,261500
614,70,8402,Reg,1Story,5,5,2007,2007,0,1120,Y,1120,0,1120,0,1,0,3,1,TA,Typ,0,NA,0,NA,0,30,0,NA,New,Partial,147000
615,21,1491,Reg,SFoyer,4,6,1972,1972,0,630,Y,630,0,630,1,1,0,1,1,TA,Typ,0,NA,0,NA,96,24,0,NA,WD,Normal,75500
616,80,8800,Reg,SFoyer,6,7,1963,1963,156,936,Y,1054,0,1054,1,1,0,3,1,Gd,Typ,0,Attchd,2,TA,120,0,0,MnPrv,WD,Abnorml,137500
617,NA,7861,IR1,2Story,6,5,2002,2003,0,783,Y,807,702,1509,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,100,75,0,NA,WD,Normal,183200
618,59,7227,Reg,1.5Unf,6,6,1954,1954,0,832,Y,832,0,832,0,1,0,2,1,Gd,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,105500
619,90,11694,Reg,1Story,9,5,2007,2007,452,1822,Y,1828,0,1828,0,2,0,3,1,Gd,Typ,1,Attchd,3,TA,0,108,0,NA,New,Partial,314813
620,85,12244,Reg,2Story,8,5,2003,2003,226,1482,Y,1482,780,2262,1,2,1,4,1,Gd,Typ,2,Attchd,3,TA,168,0,0,NA,WD,Normal,305000
621,45,8248,Reg,1Story,3,3,1914,1950,0,864,N,864,0,864,1,1,0,2,1,TA,Typ,0,NA,0,NA,0,0,0,NA,WD,Normal,67000
622,90,10800,Reg,2Story,6,7,1974,1997,0,1522,Y,1548,1066,2614,0,2,1,4,1,TA,Typ,1,Attchd,2,TA,38,243,0,NA,WD,Normal,240000
623,71,7064,Reg,1Story,5,6,1977,1977,153,980,Y,980,0,980,0,1,0,3,1,TA,Typ,0,Detchd,2,TA,192,0,0,NA,WD,Normal,135000
624,NA,2117,Reg,2Story,6,5,2000,2000,513,756,Y,756,756,1512,0,2,1,2,1,Gd,Typ,1,Detchd,2,TA,0,32,0,NA,WD,Normal,168500
625,80,10400,Reg,2Story,6,5,1972,1972,288,732,Y,1012,778,1790,1,1,2,4,1,TA,Min2,1,Attchd,2,TA,148,0,0,NA,WD,Normal,165150
626,87,10000,IR1,1Story,6,6,1962,1962,261,1116,Y,1116,0,1116,0,1,1,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Normal,160000
627,NA,12342,IR1,1Story,5,5,1960,1978,0,978,Y,1422,0,1422,0,1,0,3,1,TA,Min1,1,Attchd,1,TA,0,0,0,GdWo,WD,Normal,139900
628,80,9600,Reg,SLvl,6,6,1955,1972,164,1156,Y,1520,0,1520,1,1,0,3,1,TA,Typ,2,Basment,1,TA,0,0,0,NA,WD,Normal,153000
629,70,11606,IR1,2Story,5,5,1969,1969,192,1040,Y,1040,1040,2080,0,1,2,5,1,Fa,Typ,2,Attchd,2,TA,335,0,0,NA,WD,Family,135000
630,82,9020,Reg,SLvl,6,5,1964,1964,259,1248,Y,1350,0,1350,1,1,1,3,1,TA,Typ,0,Attchd,2,TA,176,0,0,GdPrv,WD,Normal,168500
631,50,9000,Reg,2Story,5,6,1880,1991,0,636,Y,1089,661,1750,0,1,0,3,1,Ex,Typ,0,Detchd,1,Fa,0,0,0,MnPrv,WD,Abnorml,124000
632,34,4590,Reg,1Story,8,5,2006,2006,108,1554,Y,1554,0,1554,0,2,0,2,1,Gd,Typ,1,Attchd,2,TA,156,73,0,NA,WD,Normal,209500
633,85,11900,Reg,1Story,7,5,1977,1977,209,1386,Y,1411,0,1411,0,2,0,3,1,TA,Typ,1,Attchd,2,TA,192,0,0,NA,WD,Family,82500
634,80,9250,Reg,1Story,5,7,1954,2005,0,1056,Y,1056,0,1056,0,1,0,3,1,TA,Typ,0,Attchd,1,TA,390,0,0,NA,WD,Normal,139400
635,64,6979,Reg,SFoyer,6,5,1980,1980,0,1056,Y,1056,0,1056,2,0,0,0,2,TA,Typ,0,Detchd,2,TA,264,56,0,GdPrv,WD,Normal,144000
636,60,10896,Reg,2.5Fin,6,7,1914,1995,0,1440,Y,1440,1440,3395,0,2,0,8,2,Fa,Typ,0,NA,0,NA,0,110,0,NA,WD,Abnorml,200000
637,51,6120,Reg,1Story,2,3,1936,1950,0,264,N,800,0,800,0,1,0,1,1,Fa,Maj1,1,NA,0,NA,0,0,0,NA,ConLw,Normal,60000
638,50,6000,Reg,1.5Fin,5,4,1954,1954,0,811,Y,811,576,1387,0,2,0,3,2,Gd,Typ,0,BuiltIn,1,TA,0,0,0,NA,WD,Normal,93000
639,67,8777,Reg,1Story,5,7,1910,1950,0,796,Y,796,0,796,0,1,0,2,1,TA,Typ,0,NA,0,NA,328,0,0,MnPrv,WD,Normal,85000
640,53,3982,Reg,1Story,8,5,2006,2006,0,1520,Y,1567,0,1567,1,2,0,1,1,Ex,Typ,1,Attchd,3,TA,312,0,0,NA,New,Partial,264561
641,62,12677,IR1,1Story,8,5,2003,2004,472,1518,Y,1518,0,1518,0,1,1,1,1,Ex,Typ,1,Attchd,2,TA,185,140,0,NA,WD,Normal,274000
642,NA,7050,Reg,2Story,7,5,2001,2001,0,1057,Y,1057,872,1929,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,0,235,0,NA,WD,Normal,226000
643,75,13860,Reg,SLvl,8,7,1972,1995,0,1952,Y,2000,704,2704,1,2,1,4,1,Ex,Typ,3,Attchd,2,TA,269,111,0,MnPrv,WD,Normal,345000
644,80,10793,Reg,2Story,5,5,1969,1969,263,780,Y,780,840,1620,0,2,1,4,1,TA,Min1,0,Attchd,2,TA,208,0,0,GdWo,WD,Normal,152000
645,85,9187,Reg,1Story,9,5,2009,2009,162,1766,Y,1766,0,1766,1,2,1,2,1,Ex,Typ,1,Attchd,3,TA,195,130,0,NA,New,Partial,370878
646,NA,10530,IR1,1Story,6,5,1971,1971,0,981,Y,981,0,981,1,1,1,3,1,TA,Typ,0,Detchd,2,TA,0,312,0,NA,WD,Normal,143250
647,60,7200,Reg,1Story,5,5,1950,1950,0,0,Y,1048,0,1048,0,1,0,3,1,TA,Min1,0,Detchd,2,TA,0,27,0,NA,WD,Normal,98300
648,85,10452,IR1,1Story,6,5,1953,1953,216,1094,Y,1094,0,1094,0,1,0,3,1,TA,Typ,2,Attchd,2,TA,0,0,0,NA,WD,Normal,155000
649,70,7700,Reg,2Story,6,5,1966,1966,351,756,Y,1051,788,1839,0,1,1,4,1,TA,Typ,1,Attchd,2,TA,0,124,0,NA,WD,Normal,155000
650,21,1936,Reg,SFoyer,4,6,1970,1970,0,630,Y,630,0,630,1,1,0,1,1,TA,Typ,0,NA,0,NA,0,0,0,MnPrv,WD,Normal,84500
651,65,8125,Reg,2Story,7,6,2007,2007,NA,813,Y,822,843,1665,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Normal,205950
652,60,9084,Reg,2Story,4,5,1940,1950,0,755,Y,755,755,1510,1,1,0,4,1,TA,Typ,1,Detchd,1,Fa,120,0,0,MnPrv,WD,Normal,108000
653,70,8750,Reg,2Story,7,5,1996,1996,0,880,Y,909,807,1716,0,2,1,2,1,Gd,Typ,1,Attchd,2,TA,0,120,0,NA,WD,Normal,191000
654,60,10320,Reg,1.5Fin,6,7,1906,1995,0,756,Y,756,713,1469,0,1,0,3,1,TA,Typ,0,Detchd,1,TA,57,0,0,MnPrv,WD,Normal,135000
655,91,10437,IR1,1Story,8,6,1995,1995,660,2109,Y,2113,0,2113,1,2,1,2,1,Gd,Typ,1,Attchd,3,TA,236,46,0,NA,WD,Normal,350000
656,21,1680,Reg,2Story,6,5,1971,1971,381,525,Y,525,567,1092,0,1,1,3,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Family,88000
657,72,10007,IR1,1Story,5,7,1959,2006,54,1053,Y,1053,0,1053,1,1,1,3,1,Gd,Typ,0,Attchd,1,TA,0,0,0,MnPrv,WD,Normal,145500
658,60,7200,Reg,2Story,7,6,1931,2000,0,776,Y,851,651,1502,0,1,1,3,1,TA,Typ,1,Attchd,1,TA,0,0,0,MnPrv,WD,Normal,149000
659,78,17503,Reg,1.5Fin,6,5,1948,1950,0,912,Y,912,546,1458,0,1,0,3,1,TA,Typ,1,Attchd,1,TA,192,0,0,NA,WD,Abnorml,97500
660,75,9937,Reg,1Story,5,7,1964,1999,0,1486,Y,1486,0,1486,1,1,0,3,1,TA,Typ,0,Detchd,2,TA,0,0,0,MnPrv,WD,Normal,167000
661,NA,12384,Reg,2Story,7,7,1976,1976,233,793,Y,1142,793,1935,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,0,113,0,NA,WD,Normal,197900
662,52,46589,IR2,2Story,8,7,1994,2005,528,1629,Y,1686,762,2448,1,2,1,4,1,Gd,Typ,1,Attchd,3,TA,517,76,0,NA,WD,Normal,402000
663,120,13560,Reg,1Story,6,3,1968,1968,216,1392,Y,1392,0,1392,1,1,0,2,1,TA,Maj2,2,Attchd,2,TA,0,0,0,NA,WD,Normal,110000
664,90,10012,Reg,SFoyer,4,5,1972,1972,0,1138,Y,1181,0,1181,1,2,0,3,1,TA,Typ,0,Detchd,2,TA,0,0,0,MnPrv,WD,Normal,137500
665,49,20896,IR2,1Story,8,5,2005,2006,0,2077,Y,2097,0,2097,1,1,1,1,1,Ex,Typ,1,Attchd,3,TA,192,267,0,NA,New,Partial,423000
666,106,11194,IR1,2Story,8,5,2000,2000,40,1406,Y,1454,482,1936,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,188,124,0,NA,WD,Normal,230500
667,NA,18450,IR1,2Story,6,5,1965,1979,113,1021,Y,1465,915,2380,0,2,1,3,1,TA,Sev,1,CarPort,2,TA,0,265,0,NA,WD,Abnorml,129000
668,65,8125,Reg,1Story,6,5,1994,1998,258,1408,Y,1679,0,1679,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,224,42,0,NA,WD,Normal,193500
669,NA,14175,Reg,1Story,5,6,1956,1987,0,1188,Y,1437,0,1437,1,1,1,3,1,TA,Min2,1,Detchd,2,TA,304,0,0,NA,WD,Normal,168000
670,80,11600,Reg,1Story,4,5,1922,1950,0,700,Y,1180,0,1180,0,1,0,2,1,Fa,Typ,1,Detchd,1,TA,0,0,0,NA,WD,Normal,137500
671,64,8633,Reg,2Story,6,5,2005,2005,0,738,Y,738,738,1476,1,2,1,3,1,Gd,Typ,0,Attchd,2,TA,100,35,0,NA,WD,Normal,173500
672,54,6629,Reg,2Story,6,6,1925,1950,0,672,N,697,672,1369,1,2,0,3,1,TA,Typ,0,Detchd,1,TA,147,0,0,NA,WD,Normal,103600
673,NA,11250,IR1,1Story,6,6,1977,1977,0,1208,Y,1208,0,1208,1,1,1,3,1,TA,Typ,1,Attchd,2,TA,198,42,0,NA,WD,Normal,165000
674,110,14442,Reg,1Story,6,7,1957,2004,106,1477,Y,1839,0,1839,1,2,0,3,1,Gd,Typ,2,Attchd,2,TA,0,87,0,NA,WD,Normal,257500
675,80,9200,Reg,1Story,6,6,1965,1965,0,1136,Y,1136,0,1136,1,1,0,3,1,TA,Typ,1,Attchd,1,TA,426,0,0,NA,WD,Normal,140000
676,24,2289,Reg,2Story,6,6,1978,1978,0,855,Y,855,586,1441,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,28,0,0,NA,WD,Normal,148500
677,60,9600,Reg,2Story,4,2,1900,1950,0,1095,N,1095,679,1774,1,2,0,4,2,TA,Min2,0,2Types,3,Fa,0,0,0,NA,WD,Normal,87000
678,52,9022,Reg,1Story,5,8,1924,2006,0,768,Y,792,0,792,0,1,0,2,1,Gd,Typ,0,Detchd,1,Fa,316,0,0,NA,WD,Normal,109500
679,80,11844,IR1,1Story,8,5,2008,2008,464,2046,Y,2046,0,2046,0,2,1,3,1,Gd,Typ,1,Attchd,3,TA,322,82,0,NA,New,Partial,372500
680,NA,9945,IR1,1Story,5,5,1961,1961,57,988,Y,988,0,988,1,1,0,3,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,128500
681,50,8012,Reg,1Story,6,5,1980,1980,0,923,Y,923,0,923,0,2,0,2,1,TA,Typ,1,Attchd,1,TA,80,0,0,NA,WD,Normal,143000
682,55,4500,IR2,1.5Fin,5,5,1932,2000,0,793,Y,848,672,1520,0,1,0,3,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Abnorml,159434
683,NA,2887,Reg,1Story,6,5,1996,1997,0,1291,Y,1291,0,1291,1,1,0,2,1,Gd,Typ,1,Attchd,2,TA,307,0,0,NA,WD,Normal,173000
684,90,11248,IR1,1Story,9,5,2002,2002,215,1626,Y,1668,0,1668,1,2,0,3,1,Gd,Typ,1,Attchd,3,TA,257,45,0,NA,WD,Normal,285000
685,58,16770,IR2,2Story,7,5,1998,1998,30,1195,Y,1195,644,1839,0,2,1,4,1,TA,Typ,0,Attchd,2,TA,0,81,0,NA,WD,Normal,221000
686,NA,5062,IR1,2Story,7,5,1984,1984,0,1190,Y,1190,900,2090,1,2,0,3,1,Gd,Min1,1,Attchd,2,TA,219,0,0,NA,WD,Normal,207500
687,84,10207,Reg,2Story,7,6,2007,2007,0,874,Y,874,887,1761,0,3,0,3,1,Gd,Typ,0,Attchd,2,TA,144,105,0,NA,New,Partial,227875
688,NA,5105,IR2,2Story,7,5,2004,2004,0,551,Y,551,551,1102,0,2,1,2,1,Gd,Typ,0,Detchd,2,TA,0,60,0,NA,WD,Normal,148800
689,60,8089,Reg,1Story,8,6,2007,2007,0,1419,Y,1419,0,1419,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,140,0,0,NA,New,Partial,392000
690,61,7577,IR1,1Story,6,5,2005,2006,256,1362,Y,1362,0,1362,0,2,0,2,1,Gd,Typ,1,Attchd,2,TA,192,28,0,NA,WD,Normal,194700
691,NA,4426,Reg,1Story,6,5,2004,2004,147,848,Y,848,0,848,1,1,0,1,1,Gd,Typ,1,Attchd,2,TA,149,0,0,NA,WD,Normal,141000
692,104,21535,IR1,2Story,10,6,1994,1995,1170,2444,Y,2444,1872,4316,0,3,1,4,1,Ex,Typ,2,Attchd,3,TA,382,50,0,NA,WD,Normal,755000
693,42,26178,IR1,2Story,7,5,1989,1990,293,1210,Y,1238,1281,2519,1,2,1,4,1,Gd,Typ,2,Attchd,2,TA,320,27,0,NA,WD,Normal,335000
694,60,5400,Reg,1Story,5,6,1921,1968,0,1073,Y,1073,0,1073,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Abnorml,108480
695,51,6120,Reg,1.5Fin,5,6,1936,1950,0,927,Y,1067,472,1539,0,1,1,3,1,TA,Typ,0,Detchd,2,TA,112,0,0,MnPrv,WD,Normal,141500
696,54,13811,IR1,1Story,6,6,1987,1987,72,1112,Y,1137,0,1137,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,125,0,0,NA,WD,Normal,176000
697,50,6000,Reg,1Story,5,7,1921,1950,0,616,Y,616,0,616,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,89000
698,57,6420,IR1,1Story,5,7,1952,1952,0,980,Y,1148,0,1148,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,123500
699,65,8450,Reg,1Story,5,8,1965,2009,0,894,Y,894,0,894,1,1,0,3,1,TA,Typ,1,Detchd,1,TA,416,144,0,MnPrv,WD,Normal,138500
700,59,4282,IR2,1Story,7,5,2004,2004,0,1391,Y,1391,0,1391,0,2,0,2,1,Gd,Typ,0,Attchd,2,TA,156,158,0,NA,WD,Normal,196000
701,85,14331,Reg,1Story,8,5,2002,2002,630,1800,Y,1800,0,1800,1,2,0,3,1,Gd,Typ,1,Attchd,3,TA,270,78,0,NA,WD,Normal,312500
702,80,9600,Reg,1Story,7,5,1969,1969,168,1164,Y,1164,0,1164,0,1,1,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,NA,COD,Normal,140000
703,82,12438,IR1,2Story,8,5,2006,2006,466,1234,Y,1264,1312,2576,0,2,1,4,1,Ex,Typ,1,BuiltIn,3,TA,324,100,0,NA,New,Partial,361919
704,76,7630,Reg,2Story,5,9,1900,1996,0,360,Y,1032,780,1812,0,2,0,4,2,Gd,Typ,1,Detchd,2,TA,344,0,0,MnPrv,WD,Normal,140000
705,70,8400,Reg,1Story,7,5,2004,2005,109,1473,Y,1484,0,1484,1,2,0,3,1,Gd,Typ,0,Attchd,2,TA,0,35,0,NA,WD,Normal,213000
706,70,5600,Reg,2Story,4,5,1930,1950,0,0,N,372,720,1092,0,2,0,3,2,Fa,Mod,0,NA,0,NA,0,0,0,NA,WD,Normal,55000
707,NA,115149,IR2,1Story,7,5,1971,2002,351,1643,Y,1824,0,1824,1,2,0,2,1,Gd,Typ,2,Attchd,2,TA,380,48,0,NA,WD,Normal,302000
708,48,6240,Reg,1Story,8,5,2006,2006,176,1324,Y,1324,0,1324,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,192,38,0,NA,WD,Normal,254000
709,65,9018,IR1,2Story,7,5,2007,2007,0,728,Y,728,728,1456,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,100,24,0,NA,New,Partial,179540
710,NA,7162,IR1,1Story,5,7,1966,1966,41,876,Y,904,0,904,0,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,MnPrv,WD,Abnorml,109900
711,56,4130,IR1,1Story,3,6,1935,2003,0,270,Y,729,0,729,0,1,0,2,1,TA,Maj2,0,NA,0,NA,0,0,0,NA,WD,Normal,52000
712,66,8712,Reg,1.5Fin,4,7,1900,1950,0,859,Y,859,319,1178,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,68,0,0,NA,WD,Abnorml,102776
713,40,4671,IR1,1Story,8,5,1988,1989,0,1228,Y,1228,0,1228,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,168,120,0,NA,WD,Normal,189000
714,60,9873,Reg,1Story,4,5,1970,1970,160,960,N,960,0,960,1,1,0,3,1,TA,Typ,0,Detchd,2,TA,0,288,0,NA,WD,Normal,129000
715,NA,13517,IR1,2Story,6,8,1976,2005,289,725,Y,725,754,1479,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,0,44,0,NA,WD,Normal,130500
716,78,10140,Reg,1Story,6,5,1974,1974,174,1064,Y,1350,0,1350,0,2,0,3,1,TA,Typ,1,Attchd,2,TA,0,0,0,MnPrv,WD,Normal,165000
717,60,10800,Reg,2Story,7,8,1890,1998,0,718,Y,1576,978,2554,0,1,1,3,1,TA,Typ,0,Detchd,2,TA,0,48,0,NA,WD,Normal,159500
718,80,10000,Reg,1Story,5,6,1973,2000,0,1176,Y,1178,0,1178,0,1,1,3,1,Gd,Typ,1,Attchd,2,TA,224,0,0,MnPrv,WD,Normal,157000
719,96,10542,Reg,2Story,7,5,1993,1994,651,1311,Y,1325,1093,2418,1,2,1,3,1,Gd,Typ,1,Attchd,3,TA,250,154,0,NA,WD,Normal,341000
720,69,9920,IR1,1Story,5,6,1969,1969,0,971,Y,971,0,971,0,1,1,3,1,TA,Typ,1,Attchd,1,TA,0,0,0,NA,WD,Normal,128500
721,NA,6563,IR1,1Story,8,5,1985,1985,0,1742,Y,1742,0,1742,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,114,28,0,NA,WD,Normal,275000
722,NA,4426,Reg,1Story,6,5,2004,2004,169,848,Y,848,0,848,1,1,0,1,1,Gd,Typ,0,Attchd,2,TA,160,0,0,NA,WD,Normal,143000
723,70,8120,Reg,1Story,4,7,1970,1970,0,864,Y,864,0,864,0,1,0,3,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,124500
724,60,8172,Reg,1.5Fin,4,6,1954,1972,0,941,Y,997,473,1470,0,2,0,4,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,135000
725,86,13286,IR1,1Story,9,5,2007,2008,340,1698,Y,1698,0,1698,1,2,0,3,1,Ex,Typ,1,Attchd,3,TA,327,64,0,NA,WD,Normal,320000
726,60,6960,Reg,1Story,4,6,1970,1970,0,864,Y,864,0,864,0,1,0,3,1,Gd,Typ,0,Detchd,2,TA,96,0,0,NA,WD,Normal,120500
727,NA,21695,IR1,1Story,6,9,1988,2007,260,880,Y,1680,0,1680,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,292,44,0,NA,WD,Normal,222000
728,64,7314,Reg,1Story,7,5,2007,2007,82,1232,Y,1232,0,1232,1,2,0,2,1,Gd,Typ,0,Attchd,2,TA,132,0,0,NA,WD,Normal,194500
729,85,11475,Reg,1Story,5,5,1958,1958,95,1584,Y,1776,0,1776,1,2,0,4,2,TA,Typ,0,Detchd,3,TA,0,25,0,NA,COD,Abnorml,110000
730,52,6240,Reg,1.5Fin,4,5,1925,1950,0,780,Y,848,0,1208,0,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,23,0,NA,WD,Normal,103000
731,39,5389,IR1,1Story,8,5,1995,1996,0,1595,Y,1616,0,1616,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,237,152,0,NA,WD,Normal,236500
732,73,9590,IR1,SLvl,7,5,2003,2003,442,868,Y,1146,0,1146,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,160,22,0,NA,WD,Normal,187500
733,75,11404,IR1,2Story,7,5,1998,1999,202,1153,Y,1153,878,2031,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,192,84,0,NA,WD,Normal,222500
734,80,10000,Reg,1Story,5,6,1961,1983,0,864,Y,1144,0,1144,1,1,0,3,1,TA,Typ,1,Attchd,1,TA,165,0,0,GdWo,WD,Normal,131400
735,NA,8978,IR1,1Story,5,5,1968,1968,0,948,Y,948,0,948,0,1,0,3,1,TA,Typ,0,Attchd,1,TA,147,0,0,NA,WD,Family,108000
736,60,10800,Reg,2.5Unf,7,7,1914,1970,0,880,N,880,888,1768,0,1,1,2,1,TA,Typ,2,Detchd,2,TA,0,341,0,NA,WD,Normal,163000
737,60,8544,Reg,1Story,3,4,1950,1950,0,0,N,1040,0,1040,0,2,0,2,2,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,93500
738,72,10463,IR1,2Story,8,5,2005,2005,0,893,Y,901,900,1801,0,2,1,3,1,Gd,Typ,1,Attchd,3,TA,0,116,0,NA,WD,Normal,239900
739,60,10800,Reg,1Story,5,5,1987,1988,0,1200,Y,1200,0,1200,3,3,0,3,1,TA,Typ,0,NA,0,NA,120,0,0,NA,WD,Alloca,179000
740,65,9313,IR1,2Story,7,5,2004,2004,0,864,Y,864,864,1728,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,187,56,0,NA,WD,Normal,190000
741,60,9600,Reg,2Story,5,7,1910,2002,0,264,Y,768,664,1432,0,2,0,2,1,TA,Typ,0,Detchd,2,TA,270,0,0,GdPrv,WD,Abnorml,132000
742,65,6768,IR1,1Story,6,8,1961,1996,0,912,Y,912,0,912,1,1,0,3,1,Gd,Typ,0,Detchd,1,TA,168,0,0,GdPrv,WD,Normal,142000
743,65,8450,Reg,1Story,7,5,2000,2001,108,1349,Y,1349,0,1349,0,2,0,3,1,TA,Typ,0,Attchd,2,TA,120,55,0,GdPrv,WD,Normal,179000
744,70,12886,IR1,SLvl,5,6,1963,1999,0,520,Y,1464,0,1464,0,2,0,3,1,TA,Min2,1,Attchd,2,TA,302,0,0,NA,WD,Normal,175000
745,41,5395,IR1,1Story,8,5,1993,1993,0,1337,Y,1337,0,1337,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,96,0,0,NA,WD,Normal,180000
746,NA,8963,IR1,2Story,8,9,1976,1996,289,1142,Y,1175,1540,2715,0,3,1,4,1,Gd,Typ,2,BuiltIn,2,TA,0,204,0,NA,WD,Normal,299800
747,NA,8795,IR1,2Story,7,5,2000,2000,0,952,Y,980,1276,2256,0,2,1,4,1,Gd,Typ,1,BuiltIn,2,TA,224,54,0,NA,WD,Normal,236000
748,65,11700,IR1,2Story,7,7,1880,2003,0,1240,N,1320,1320,2640,0,1,1,4,1,Gd,Typ,1,Detchd,4,TA,181,0,0,NA,WD,Normal,265979
749,59,10593,IR1,1Story,7,5,1996,1996,338,1720,Y,1720,0,1720,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,240,56,0,NA,WD,Normal,260400
750,50,8405,Reg,1.5Fin,4,3,1945,1950,0,0,N,1088,441,1529,0,2,0,4,1,TA,Mod,0,Detchd,1,TA,92,0,0,NA,WD,Normal,98000
751,55,8800,Reg,1.5Fin,4,7,1910,2004,0,576,Y,792,348,1140,0,1,0,3,1,TA,Min2,0,NA,0,NA,0,160,0,NA,WD,Normal,96500
752,NA,7750,Reg,2Story,7,5,2003,2003,0,660,Y,660,660,1320,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,0,48,0,NA,WD,Normal,162000
753,79,9236,IR1,1Story,6,5,1997,1997,0,1479,Y,1494,0,1494,1,2,0,3,1,Gd,Typ,0,Attchd,2,TA,168,27,0,NA,WD,Normal,217000
754,80,10240,Reg,2Story,8,5,2005,2005,178,1030,Y,1038,1060,2098,0,2,1,3,1,Ex,Typ,1,Attchd,3,TA,192,52,0,NA,WD,Normal,275500
755,61,7930,Reg,1Story,6,8,1969,2005,0,1026,Y,1026,0,1026,1,1,0,3,1,Gd,Typ,0,Detchd,2,TA,171,48,0,NA,WD,Normal,156000
756,34,3230,Reg,2Story,6,5,1999,1999,894,729,Y,742,729,1471,0,2,1,3,1,TA,Typ,0,Detchd,2,TA,0,24,0,NA,WD,Normal,172500
757,68,10769,IR1,2Story,8,5,2007,2007,0,866,Y,866,902,1768,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,144,105,0,NA,WD,Normal,212000
758,NA,11616,IR1,2Story,6,5,1978,1978,328,672,Y,672,714,1386,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,335,0,0,GdPrv,WD,Abnorml,158900
759,24,2280,Reg,2Story,7,5,1999,1999,360,744,Y,757,744,1501,0,2,1,3,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,179400
760,65,12257,IR1,2Story,8,5,1995,1995,513,1318,Y,1328,1203,2531,0,2,1,4,1,Gd,Typ,1,Attchd,3,TA,222,98,0,NA,WD,Normal,290000
761,70,9100,Reg,1Story,6,6,1959,1959,0,864,Y,864,0,864,0,1,0,2,1,TA,Typ,0,Detchd,1,Ex,0,0,0,NA,WD,Normal,127500
762,60,6911,Reg,1Story,5,5,1924,1950,0,1145,Y,1301,0,1301,0,1,0,2,1,Fa,Min1,0,Detchd,2,TA,0,0,0,NA,WD,Normal,100000
