Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,BsmtFinType2,BsmtFinSF2
140,60,RL,65,15426,IR1,Inside,CollgCr,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,GLQ,821,107,928,Ex,Unf,0
141,20,RL,70,10500,Reg,FR2,NAmes,1Story,4,5,1971,1971,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,ALQ,432,432,864,TA,Unf,0
142,20,RL,78,11645,Reg,Inside,CollgCr,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,GLQ,1300,434,1734,Ex,Unf,0
143,50,RL,71,8520,Reg,Corner,NAmes,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,None,0,TA,CBlock,TA,No,Rec,507,403,910,Fa,Unf,0
144,20,RL,78,10335,IR1,Inside,CollgCr,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183,Gd,PConc,Gd,Gd,GLQ,679,811,1490,Ex,Unf,0
145,90,RM,70,9100,Reg,Inside,Sawyer,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,BrkFace,336,TA,CBlock,TA,No,Rec,1332,396,1728,TA,Unf,0
146,160,RM,24,2522,Reg,Inside,Edwards,2Story,6,5,2004,2006,Gable,VinylSd,VinylSd,Stone,50,Gd,PConc,Gd,No,Unf,0,970,970,Ex,Unf,0
147,30,RM,51,6120,Reg,Corner,BrkSide,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,BLQ,209,506,715,TA,Unf,0
148,60,RL,NA,9505,IR1,CulDSac,Gilbert,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,180,Gd,PConc,Gd,No,Unf,0,884,884,Ex,Unf,0
149,20,RL,63,7500,Reg,Inside,SawyerW,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,120,TA,PConc,Gd,No,GLQ,680,400,1080,Ex,Unf,0
150,50,RM,NA,6240,Reg,Inside,BrkSide,1.5Fin,5,4,1936,1950,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,Gd,No,Unf,0,896,896,Gd,Unf,0
151,20,RL,120,10356,Reg,Corner,CollgCr,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,Av,BLQ,716,253,969,TA,Unf,0
152,20,RL,107,13891,Reg,Inside,NridgHt,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,436,Gd,PConc,Ex,Gd,GLQ,1400,310,1710,Ex,Unf,0
153,60,RL,NA,14803,IR1,CulDSac,NWAmes,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,252,TA,CBlock,TA,No,Rec,416,409,825,Gd,Unf,0
154,20,RL,NA,13500,Reg,Inside,ClearCr,1Story,6,7,1960,1975,Flat,BrkFace,Plywood,None,0,TA,CBlock,Gd,Gd,BLQ,429,93,1602,Gd,ALQ,1080
155,30,RM,84,11340,Reg,Corner,OldTown,1Story,6,5,1923,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,1200,1200,TA,Unf,0
156,50,RL,60,9600,Reg,Corner,Edwards,1.5Fin,6,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,572,572,Fa,Unf,0
157,20,RL,60,7200,Reg,Inside,NAmes,1Story,5,7,1950,1950,Hip,Wd Sdng,Wd Sdng,None,0,TA,CBlock,NA,NA,NA,0,0,0,TA,NA,0
158,60,RL,92,12003,Reg,Corner,Timber,2Story,8,5,2009,2010,Gable,VinylSd,VinylSd,BrkFace,84,Gd,PConc,Ex,No,Unf,0,774,774,Ex,Unf,0
159,60,FV,100,12552,Reg,Corner,Somerst,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,222,769,991,Ex,Unf,0
160,60,RL,134,19378,IR1,Corner,Gilbert,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,456,Gd,PConc,Gd,Mn,GLQ,57,1335,1392,Ex,Unf,0
161,20,RL,NA,11120,IR1,CulDSac,Veenker,1Story,6,6,1984,1984,Gable,Plywood,Plywood,None,0,TA,PConc,Gd,No,BLQ,660,572,1232,TA,Unf,0
162,60,RL,110,13688,IR1,Inside,NridgHt,2Story,9,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,664,Gd,PConc,Ex,Av,GLQ,1016,556,1572,Ex,Unf,0
163,20,RL,95,12182,Reg,Corner,NridgHt,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,226,Gd,PConc,Gd,Mn,BLQ,1201,340,1541,Ex,Unf,0
164,45,RL,55,5500,Reg,Inside,OldTown,1.5Unf,4,6,1956,1956,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,882,882,Ex,Unf,0
165,40,RM,40,5400,Reg,Corner,OldTown,1Story,6,7,1926,2004,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,TA,Mn,LwQ,370,779,1149,Gd,Unf,0
166,190,RL,62,10106,Reg,Inside,Edwards,1.5Fin,5,7,1940,1999,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,ALQ,351,112,644,Gd,Rec,181
167,20,RL,NA,10708,IR1,Inside,ClearCr,1Story,5,5,1955,1993,Hip,Wd Sdng,Wd Sdng,None,0,Gd,CBlock,TA,No,LwQ,379,470,1617,Ex,BLQ,768
168,60,RL,86,10562,Reg,Inside,NridgHt,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,300,Gd,PConc,Ex,No,GLQ,1288,294,1582,Ex,Unf,0
169,60,RL,62,8244,IR1,Inside,Gilbert,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,840,840,Ex,Unf,0
170,20,RL,NA,16669,IR1,Corner,Timber,1Story,8,6,1981,1981,Hip,Plywood,Plywood,BrkFace,653,Gd,CBlock,Gd,No,Unf,0,1686,1686,TA,Unf,0
171,50,RM,NA,12358,IR1,Inside,OldTown,1.5Fin,5,6,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,360,360,720,TA,Unf,0
172,20,RL,141,31770,IR1,Corner,NAmes,1Story,6,5,1960,1960,Hip,BrkFace,Plywood,Stone,112,TA,CBlock,TA,Gd,BLQ,639,441,1080,Fa,Unf,0
173,160,RL,44,5306,IR1,Inside,StoneBr,2Story,7,7,1987,1987,Gable,HdBoard,HdBoard,None,0,Gd,PConc,Gd,No,GLQ,495,354,1064,Gd,Rec,215
174,20,RL,80,10197,IR1,Inside,NAmes,1Story,6,5,1961,1961,Gable,WdShing,Wd Shng,BrkCmn,491,TA,CBlock,TA,No,ALQ,288,700,1362,TA,Rec,374
175,20,RL,47,12416,IR1,Inside,Timber,1Story,6,5,1986,1986,Gable,VinylSd,Plywood,Stone,132,TA,CBlock,Gd,No,ALQ,1398,0,1606,TA,LwQ,208
176,20,RL,84,12615,Reg,Corner,Edwards,1Story,6,7,1950,2001,Gable,WdShing,Wd Shng,None,0,TA,CBlock,TA,Av,ALQ,477,725,1202,TA,Unf,0
177,60,RL,97,10029,IR1,Corner,ClearCr,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,268,Gd,PConc,Gd,No,GLQ,831,320,1151,TA,Unf,0
178,50,RL,NA,13650,Reg,Inside,Sawyer,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,None,0,Gd,CBlock,TA,No,ALQ,57,554,1052,Ex,BLQ,441
179,20,RL,63,17423,IR1,CulDSac,StoneBr,1Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,748,Ex,PConc,Ex,No,GLQ,1904,312,2216,Ex,Unf,0
180,30,RM,60,8520,Reg,Inside,OldTown,1Story,5,6,1923,2006,Gable,Wd Sdng,Wd Sdng,None,0,Gd,CBlock,TA,No,Unf,0,968,968,TA,Unf,0
181,160,FV,NA,2117,Reg,Inside,Somerst,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,456,Gd,PConc,Gd,No,GLQ,436,320,756,Ex,Unf,0
182,70,RL,54,7588,Reg,Inside,Crawfor,2Story,7,6,1920,1950,Gable,Stucco,Stucco,None,0,TA,BrkTil,Fa,No,LwQ,352,441,793,Gd,Unf,0
183,20,RL,60,9060,Reg,Inside,Edwards,1Story,5,6,1957,2006,Hip,Wd Sdng,Wd Sdng,BrkFace,98,TA,PConc,NA,NA,NA,0,0,0,Ex,NA,0
184,50,RM,63,11426,Reg,Inside,OldTown,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,1362,1362,Ex,Unf,0
185,50,RL,92,7438,IR1,Inside,BrkSide,1.5Fin,5,8,1908,1991,Gable,AsbShng,Plywood,None,0,TA,PConc,Fa,No,Unf,0,504,504,Gd,Unf,0
186,75,RM,90,22950,IR2,Inside,OldTown,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,Wd Sdng,None,0,Gd,BrkTil,TA,Mn,Unf,0,1107,1107,Ex,Unf,0
187,80,RL,NA,9947,IR1,CulDSac,Mitchel,SLvl,7,5,1990,1991,Gable,HdBoard,HdBoard,None,0,TA,PConc,Gd,Av,GLQ,611,577,1188,Ex,Unf,0
188,50,RL,60,10410,Reg,Inside,OldTown,1.5Fin,5,7,1916,1987,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Fa,No,Unf,0,660,660,Ex,Unf,0
189,90,RL,64,7018,Reg,Inside,SawyerW,SFoyer,5,5,1979,1979,Gable,Plywood,Plywood,Stone,275,TA,CBlock,Gd,Av,GLQ,1086,0,1086,TA,Unf,0
190,120,RL,41,4923,Reg,Inside,StoneBr,1Story,8,5,2001,2002,Gable,CemntBd,CmentBd,None,0,Gd,PConc,Ex,Av,GLQ,1153,440,1593,Ex,Unf,0
191,70,RL,70,10570,Reg,Inside,Crawfor,2Story,8,8,1932,1994,Hip,BrkFace,BrkFace,None,0,Gd,CBlock,Gd,No,Rec,297,556,853,TA,Unf,0
192,60,RL,NA,7472,IR1,CulDSac,NAmes,2Story,7,9,1972,2004,Gable,HdBoard,HdBoard,BrkFace,138,TA,CBlock,TA,No,ALQ,626,99,725,Gd,Unf,0
193,20,RL,68,9017,IR1,Inside,CollgCr,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,GLQ,560,871,1431,Ex,Unf,0
194,160,RM,24,2522,Reg,Inside,Edwards,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50,Gd,PConc,Gd,No,Unf,0,970,970,Ex,Unf,0
195,20,RL,60,7180,IR1,Inside,CollgCr,1Story,5,7,1972,1972,Hip,HdBoard,HdBoard,None,0,TA,CBlock,TA,Av,ALQ,390,474,864,TA,Unf,0
196,160,RL,24,2280,Reg,FR2,NPkVill,2Story,6,6,1976,1976,Gable,Plywood,Brk Cmn,None,0,TA,CBlock,Gd,No,ALQ,566,289,855,TA,Unf,0
197,20,RL,79,9416,Reg,Inside,Somerst,1Story,7,5,2007,2007,Hip,CemntBd,CmentBd,Stone,205,Ex,PConc,Ex,No,GLQ,1126,600,1726,Ex,Unf,0
198,75,RL,174,25419,Reg,Corner,NAmes,2Story,8,4,1918,1990,Gable,Stucco,Stucco,None,0,Gd,PConc,TA,No,GLQ,1036,140,1360,Gd,LwQ,184
199,75,RM,92,5520,Reg,Corner,OldTown,2.5Fin,6,6,1912,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Unf,0,755,755,Ex,Unf,0
200,20,RL,76,9591,Reg,Inside,NridgHt,1Story,8,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,262,Gd,PConc,Ex,Av,GLQ,1088,625,1713,Ex,Unf,0
201,20,RM,80,8546,Reg,Corner,Edwards,1Story,4,5,2003,2004,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,1121,1121,Ex,Unf,0
202,20,RL,75,10125,Reg,Inside,Mitchel,1Story,6,6,1977,1977,Gable,Plywood,Plywood,None,0,TA,CBlock,TA,No,ALQ,641,276,1196,TA,LwQ,279
203,50,RL,50,7000,Reg,Corner,OldTown,1.5Fin,6,6,1924,1950,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,Fa,No,LwQ,617,0,617,Gd,Unf,0
204,120,RM,NA,4438,Reg,Inside,CollgCr,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,205,Gd,PConc,Gd,Av,GLQ,662,186,848,Ex,Unf,0
205,50,RM,50,3500,Reg,Inside,OldTown,1.5Fin,5,7,1947,1950,Gable,AsbShng,AsbShng,None,0,TA,CBlock,TA,No,LwQ,312,408,720,TA,Unf,0
206,20,RL,99,11851,Reg,Corner,Gilbert,1Story,7,5,1990,1990,Gable,HdBoard,HdBoard,None,0,TA,PConc,Gd,No,Unf,0,1424,1424,Ex,Unf,0
207,20,RL,40,13673,IR1,CulDSac,Sawyer,1Story,5,5,1962,1962,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,Unf,0,1140,1140,TA,Unf,0
208,20,RL,NA,12493,IR1,Inside,NAmes,1Story,4,5,1960,1960,Gable,Wd Sdng,Wd Sdng,None,0,TA,PConc,TA,No,ALQ,419,375,1100,TA,Rec,306
209,60,RL,NA,14364,IR1,Inside,SawyerW,2Story,7,5,1988,1989,Gable,Plywood,Plywood,BrkFace,128,Gd,CBlock,Gd,Gd,GLQ,1065,92,1157,Ex,Unf,0
210,20,RL,75,8250,Reg,Inside,NAmes,1Story,6,7,1964,1964,Hip,HdBoard,HdBoard,Stone,260,TA,CBlock,Gd,No,Rec,787,305,1092,Ex,Unf,0
211,30,RL,67,5604,Reg,Inside,Edwards,1Story,5,6,1925,1950,Gable,Stucco,Stucco,None,0,TA,CBlock,TA,No,Rec,468,396,864,TA,Unf,0
212,20,RL,83,10420,Reg,Corner,Edwards,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Mn,GLQ,36,1176,1212,Ex,Unf,0
213,60,FV,72,8640,Reg,Inside,Somerst,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,GLQ,822,78,900,Ex,Unf,0
214,20,RL,43,13568,IR2,CulDSac,CollgCr,1Story,5,5,1995,1995,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,ALQ,716,274,990,Ex,Unf,0
215,60,RL,NA,10900,IR1,FR2,CollgCr,2Story,6,7,1977,1977,Gable,HdBoard,HdBoard,BrkFace,153,TA,CBlock,Gd,No,GLQ,378,311,689,Ex,Unf,0
216,20,RL,72,10011,IR1,Inside,NAmes,1Story,5,6,1957,1996,Gable,HdBoard,HdBoard,BrkFace,64,TA,CBlock,TA,No,BLQ,360,710,1070,TA,Unf,0
217,20,RL,65,8450,Reg,Inside,CollgCr,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,266,Gd,PConc,Gd,Mn,GLQ,946,490,1436,Ex,Unf,0
218,70,RM,57,9906,Reg,Inside,OldTown,2Story,4,4,1925,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,686,686,Fa,Unf,0
219,50,RL,NA,15660,IR1,Corner,Crawfor,1.5Fin,7,9,1939,2006,Gable,VinylSd,VinylSd,BrkFace,312,Gd,CBlock,TA,No,BLQ,341,457,798,Ex,Unf,0
220,120,RL,43,3010,Reg,Inside,Blmngtn,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16,Gd,PConc,Gd,Av,GLQ,16,1232,1248,Ex,Unf,0
221,20,RL,73,8990,IR1,Inside,CollgCr,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Mn,Unf,0,1498,1498,Ex,Unf,0
222,60,RL,NA,8068,IR1,Inside,Gilbert,2Story,6,5,2002,2002,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,1010,1010,Ex,Unf,0
223,60,RL,85,11475,Reg,Inside,NWAmes,2Story,6,6,1975,1975,Gable,VinylSd,VinylSd,None,0,TA,CBlock,Gd,No,ALQ,550,163,713,TA,Unf,0
224,20,RL,70,10500,Reg,FR2,NAmes,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,ALQ,524,160,864,Gd,LwQ,180
225,20,RL,103,13472,Reg,Inside,NridgHt,1Story,10,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,922,Ex,PConc,Ex,Gd,GLQ,56,2336,2392,Ex,Unf,0
226,160,RM,21,1680,Reg,Inside,BrDale,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,142,TA,CBlock,TA,No,Unf,0,630,630,TA,Unf,0
227,60,RL,82,9950,IR1,Inside,NoRidge,2Story,7,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,290,Gd,PConc,Gd,No,GLQ,565,638,1203,Ex,Unf,0
228,160,RM,21,1869,Reg,Inside,BrDale,2Story,6,6,1970,1970,Gable,HdBoard,HdBoard,BrkFace,127,TA,CBlock,TA,No,Rec,321,162,483,TA,Unf,0
229,20,RL,70,8521,Reg,FR2,Sawyer,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,ALQ,842,70,912,TA,Unf,0
230,120,RL,43,3182,Reg,Inside,Blmngtn,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16,Gd,PConc,Gd,Av,GLQ,16,1357,1373,Ex,Unf,0
231,20,RL,73,8760,Reg,Inside,NAmes,1Story,6,6,1959,1959,Hip,MetalSd,MetalSd,BrkFace,220,TA,CBlock,TA,No,Unf,0,1194,1194,TA,Unf,0
232,60,RL,174,15138,IR1,Inside,NoRidge,2Story,8,5,1995,1996,Gable,VinylSd,VinylSd,BrkFace,506,Gd,PConc,Gd,No,GLQ,689,773,1462,Ex,Unf,0
233,160,RM,21,1680,Reg,Inside,BrDale,2Story,6,5,1972,1972,Gable,HdBoard,HdBoard,BrkFace,297,TA,CBlock,TA,No,Unf,0,483,483,TA,Unf,0
234,20,RL,75,10650,Reg,Corner,CollgCr,1Story,5,6,1976,1976,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,Av,LwQ,182,0,894,TA,ALQ,712
235,60,RL,NA,7851,Reg,Inside,Gilbert,2Story,6,5,2002,2002,Gable,VinylSd,VinylSd,NA,NA,Gd,PConc,Gd,No,GLQ,625,235,860,Ex,Unf,0
236,160,RM,21,1680,Reg,Inside,BrDale,2Story,6,3,1971,1971,Gable,HdBoard,HdBoard,BrkFace,604,TA,CBlock,TA,No,ALQ,358,125,483,TA,Unf,0
237,20,RL,65,8773,Reg,FR2,CollgCr,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,98,Gd,PConc,Gd,Av,GLQ,24,1390,1414,Ex,Unf,0
238,60,RL,NA,9453,IR1,CulDSac,SawyerW,2Story,7,7,1993,2003,Gable,HdBoard,HdBoard,None,0,Gd,PConc,Gd,No,BLQ,402,594,996,Ex,Unf,0
239,20,RL,93,12030,Reg,Inside,NridgHt,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,254,Ex,PConc,Ex,No,Unf,0,1694,1694,Ex,Unf,0
240,50,RL,52,8741,Reg,Inside,Edwards,1.5Fin,6,4,1945,1950,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,LwQ,94,641,735,TA,Unf,0
241,20,FV,75,9000,Reg,Inside,Somerst,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,36,Gd,PConc,Gd,Av,GLQ,1078,488,1566,Ex,Unf,0
242,30,RM,40,3880,Reg,Inside,OldTown,1Story,5,9,1945,1997,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,ALQ,329,357,686,Gd,Unf,0
243,50,RM,63,5000,Reg,Corner,OldTown,1.5Fin,5,4,1900,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,540,540,Gd,Unf,0
244,160,RL,75,10762,Reg,Corner,SawyerW,2Story,6,6,1980,1980,Gable,Plywood,Plywood,None,0,TA,CBlock,Gd,No,Unf,0,626,626,TA,Unf,0
245,60,RL,NA,8880,IR1,Inside,SawyerW,2Story,7,5,1994,2002,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,695,253,948,Ex,Unf,0
246,20,RL,80,10400,Reg,Inside,NWAmes,1Story,7,5,1988,1988,Gable,Wd Sdng,Wd Sdng,BrkFace,102,TA,CBlock,Gd,Av,GLQ,929,916,1845,Gd,Unf,0
247,190,RM,69,9142,Reg,Inside,OldTown,2Story,6,8,1910,1950,Gable,AsbShng,AsbShng,None,0,TA,Stone,Fa,No,Unf,0,1020,1020,Gd,Unf,0
248,20,RL,75,11310,Reg,Inside,NAmes,1Story,6,5,1954,1954,Hip,Wd Sdng,BrkFace,None,0,TA,CBlock,TA,No,Unf,0,1367,1367,Ex,Unf,0
249,60,RL,72,11317,Reg,Inside,CollgCr,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,101,Gd,PConc,Gd,No,Unf,0,840,840,Ex,Unf,0
250,50,RL,NA,159000,IR2,CulDSac,ClearCr,1.5Fin,6,7,1958,2006,Gable,Wd Sdng,HdBoard,BrkCmn,472,Gd,CBlock,Gd,Gd,Rec,697,747,1444,Gd,Unf,0
251,30,RL,55,5350,IR1,Inside,BrkSide,1Story,3,2,1940,1966,Gable,Wd Sdng,Plywood,None,0,TA,CBlock,TA,No,Unf,0,728,728,Ex,Unf,0
252,120,RM,44,4750,IR1,Inside,Crawfor,1Story,8,5,2006,2007,Hip,VinylSd,VinylSd,Stone,481,Gd,PConc,Gd,Gd,GLQ,1573,0,1573,Ex,Unf,0
253,60,RL,65,8366,IR1,Inside,SawyerW,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,798,798,Ex,Unf,0
254,80,RL,85,9350,Reg,Inside,NAmes,SLvl,6,7,1964,1991,Hip,HdBoard,HdBoard,BrkFace,108,TA,CBlock,Gd,Gd,LwQ,270,452,1302,Ex,ALQ,580
255,20,RL,70,8400,Reg,Inside,NAmes,1Story,5,6,1957,1957,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,922,392,1314,TA,Unf,0
256,60,RL,66,8738,IR1,Inside,Gilbert,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,302,Gd,PConc,Gd,No,Unf,0,975,975,Ex,Unf,0
257,60,FV,64,8791,IR1,Inside,Somerst,2Story,6,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Rec,503,361,864,Ex,Unf,0
258,20,RL,68,8814,Reg,Inside,CollgCr,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,180,Gd,PConc,Gd,No,GLQ,1334,270,1604,Ex,Unf,0
259,60,RL,80,12435,Reg,Inside,CollgCr,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,172,Gd,PConc,Gd,No,GLQ,361,602,963,Ex,Unf,0
260,20,RM,70,12702,Reg,Inside,OldTown,1Story,5,5,1956,1956,Gable,BrkFace,BrkFace,None,0,TA,PConc,NA,NA,NA,0,0,0,Gd,NA,0
261,80,RL,120,19296,Reg,Corner,NAmes,SLvl,6,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,399,TA,CBlock,TA,Gd,Rec,672,0,1362,TA,ALQ,690
262,60,RL,69,9588,IR1,Inside,CollgCr,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,270,Gd,PConc,Ex,No,Unf,0,1482,1482,Ex,Unf,0
263,80,RL,88,8471,IR1,Corner,Sawyer,SLvl,6,7,1977,1995,Gable,HdBoard,Plywood,BrkFace,46,TA,CBlock,Gd,Av,ALQ,506,0,506,TA,Unf,0
264,50,RM,50,5500,Reg,Corner,OldTown,1.5Fin,5,7,1929,2001,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,LwQ,234,0,926,TA,ALQ,692
265,30,RM,30,5232,IR3,Inside,OldTown,1Story,5,5,1925,2004,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,Fa,No,Unf,0,680,680,Gd,Unf,0
266,20,RL,78,12090,IR1,Inside,NWAmes,1Story,6,6,1981,1981,Gable,MetalSd,MetalSd,BrkFace,210,TA,CBlock,Gd,No,GLQ,588,606,1422,TA,LwQ,228
267,60,RL,70,11207,IR1,FR2,Gilbert,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Av,GLQ,714,88,802,Gd,Unf,0
268,75,RL,60,8400,Reg,Inside,SWISU,2.5Fin,5,8,1939,1997,Gable,Wd Sdng,Wd Sdng,None,0,TA,PConc,TA,No,LwQ,378,342,720,Ex,Unf,0
269,30,RM,71,6900,Reg,Inside,IDOTRR,1Story,5,6,1940,1955,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,ALQ,403,212,740,Ex,Rec,125
270,20,RL,NA,7917,IR1,Corner,Edwards,1Story,6,7,1976,1976,Hip,HdBoard,HdBoard,BrkFace,174,TA,CBlock,TA,No,BLQ,751,392,1143,TA,Unf,0
271,60,FV,84,10728,Reg,Inside,Somerst,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Mn,Unf,0,1095,1095,Gd,Unf,0
272,20,RL,73,39104,IR1,CulDSac,ClearCr,1Story,7,7,1954,2005,Flat,Plywood,Plywood,None,0,TA,CBlock,Gd,Gd,LwQ,226,96,1385,Ex,GLQ,1063
273,60,RL,92,11764,IR1,CulDSac,NoRidge,2Story,8,7,1999,2007,Gable,VinylSd,VinylSd,BrkFace,348,Gd,PConc,Gd,No,GLQ,524,628,1152,Ex,Unf,0
274,20,RL,80,9600,Reg,Inside,NAmes,1Story,6,6,1958,1988,Hip,Wd Sdng,Wd Sdng,BrkCmn,183,TA,CBlock,TA,No,Rec,620,0,1240,Gd,LwQ,620
275,20,RL,76,8314,Reg,Corner,Mitchel,1Story,5,7,1982,1982,Gable,HdBoard,ImStucc,None,0,TA,CBlock,TA,Gd,ALQ,546,270,816,TA,Unf,0
276,50,RL,55,7264,Reg,Inside,BrkSide,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,None,0,Gd,BrkTil,TA,No,Unf,0,952,952,Gd,Unf,0
277,20,RL,129,9196,IR1,Inside,Mitchel,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Ex,No,Unf,0,1560,1560,Ex,Unf,0
278,20,RL,140,19138,Reg,Corner,Gilbert,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,LwQ,120,744,864,Ex,Unf,0
279,20,RL,107,14450,Reg,Inside,NridgHt,1Story,9,5,2006,2007,Gable,CemntBd,CmentBd,BrkFace,315,Ex,PConc,Ex,Gd,Unf,0,2121,2121,Ex,Unf,0
280,60,RL,83,10005,Reg,Inside,ClearCr,2Story,7,5,1977,1977,Hip,Plywood,Plywood,BrkFace,299,TA,CBlock,Gd,No,BLQ,392,768,1160,Ex,Unf,0
